Source,Category,Headline,Link,Description,Date,Author
Lusaka Times,Sports,SuperSport to televise Nkana-Power derby,https://www.lusakatimes.com/2016/05/12/supersport-televise-nkana-power-derby/,SuperSport has announced that it will broadcast this Saturday&#8217;s big Kitwe local derby between Nkana and Power Dynamos set for Nkana Stadium in Wusakile. Nkana and Power clash in a round ten match of the 2016 FAZ Super Division at 15h00. This will be the first instalment of the Kitwe derby in this year&#8217;s campaign. [&#8230;],"Thu, 12 May 2016 06:00:40 +0000",sports
Lusaka Times,Sports,Makwaza impress Mining Rangers,https://www.lusakatimes.com/2016/05/11/makwaza-impress-mining-rangers/,"FAZ Division One Zone 2 side Mining Rangers have hailed the performance of head coach Linos Makwaza. Club general secretary Sydney Chalawila said Makwaza has managed to stabilise Mining in the 10 months he has been in charge. Makwaza, a former Nkana coach, helped the Kitwe side to maintain its Division One status last season. [&#8230;]","Wed, 11 May 2016 19:06:34 +0000",sports
Lusaka Times,Economy,New mining tax regime  is a major boost to the Country’s mining sector-KCCI,https://www.lusakatimes.com/2016/05/09/new-mining-tax-regime-major-boost-countrys-mining-sector-kcci/,The Kitwe District Chamber of Commerce and Industry (KCCI) says the new mining tax regime being implemented by Government is a major boost to the Country’s mining sector. KCCI Vice President for Commerce Emmanuel Mbambiko says President Edgar Lungu and the PF government’s decision to implement a floating tax regime for the mining sector has [&#8230;],"Mon, 09 May 2016 18:46:45 +0000",editor
Lusaka Times,Headlines,UPND cadres are dressing in PF regalia and causing violence,https://www.lusakatimes.com/2016/05/09/upnd-cadres-dressing-pf-regalia-causing-violence/,"The ruling PF has accused the UPND of buying PF regalia and sending its cadres to cause violence in PF strongholds. Addressing a media briefing at the PF secretariat in Lusaka, PF Deputy Spokesman Frank Bwalya said this is one of the tactics that the UPND is using in order to make the PF unpopular. [&#8230;]","Mon, 09 May 2016 10:40:47 +0000",editor
Lusaka Times,Headlines,UPND is facing challenges in obtaining letters of confirmation for Grade 12  from ECZ-Kakoma,https://www.lusakatimes.com/2016/05/08/upnd-says-it-is-facing-challenges-in-obtaining-letters-of-confirmation-for-grade-12-certification-for-its-candidates/,"United Party for National Development(UPND) spokesperson, Charles Kakoma has said that his party is facing challenges obtaining letters of confirmation for Grade 12 certification from the Examination Council of Zambia(ECZ). In a telephone interview from Kitwe with ZNBC, Mr Kakoma said that the challenges have delayed the opposition party’s adoption process. Mr Kakoma said that [&#8230;]","Sun, 08 May 2016 12:21:31 +0000",editor
Lusaka Times,Sports,Nkana humiliated by GBFC,https://www.lusakatimes.com/2016/05/07/nkana-humiliated-gbfc/,"Nkana&#8217;s unbeaten run ended on Saturday when they lost 3-1 away to Green Buffaloes in Lusaka while champions Zesco United drew again but the status quo was maintained in the FAZ Super Division top two. Buffaloes dispatched Nkana to their first loss of the season thanks to goals by Sebastian Mwansa, Christopher Katongo and Diamond [&#8230;]","Sat, 07 May 2016 17:51:26 +0000",sports
Lusaka Times,General News,Police cancel next weekend’s UPND Freedom Park rally,https://www.lusakatimes.com/2016/05/07/police-cancel-next-weekends-upnd-freedom-park-rally/,The opposition UPND has announced that the rally which was set for next Saturday has been cancelled by police. UPND Secretary Genera Stephen Kakuta revealed that the police in Kitwe and the Kitwe city Council have advised the party that it will not be allowed to hold the rally at Freedom Park on Saturday 14th [&#8230;],"Sat, 07 May 2016 17:08:39 +0000",editor
Lusaka Times,Sports,Power start post-Chilumba era with win,https://www.lusakatimes.com/2016/05/07/power-start-post-chilumba-era-win/,Power Dynamos on Saturday begun life after the dismissal of coach Tenant Chilumba with a 1-0 win over Nkwazi at Arthur Davies Stadium in Kitwe. Power fired Chilumba a day before this FAZ Super Division Week 9 match against Nkwazi. Midfielder Larry Bwalya came off the bench to score the lone goal that helped Power [&#8230;],"Sat, 07 May 2016 16:15:12 +0000",sports
Lusaka Times,Headlines,President Lungu to launch PF Elections Manifesto-Davies Chama,https://www.lusakatimes.com/2016/05/07/president-lungu-launch-pf-elections-manifesto-davies-chama/,President Edgar Lungu will launch a new manifesto for the ruling Patriotic Front-PF once the official campaign period starts. PF Secretary General Davies Chama says President Lungu will give direction of how the PF will be governed when he is re-elected President of Zambia. Mr. Chama says the current PF manifesto was for a term [&#8230;],"Sat, 07 May 2016 12:38:04 +0000",editor
Lusaka Times,Headlines,Defections are PF’s cleansing Process-Kainga,https://www.lusakatimes.com/2016/05/07/defections-pfs-cleansing-process/,"THE Patriotic Front (PF) on the Copperbelt is not shaken by defections or plans by the people to leave the party because it is a self-cleansing process which will make the party stronger with more committed and loyal leadership at various level of the party, Copperbelt PF provincial chairman Stephen Kainga has said. Mr Kainga [&#8230;]","Sat, 07 May 2016 12:22:37 +0000",editor
Lusaka Times,Sports,Nkana visit Buffaloes,https://www.lusakatimes.com/2016/05/06/nkana-visit-buffaloes/,"The FAZ Super Division enters week 9 with leaders Nkana hoping it will be business as usual after an eventful week of firing and hiring. Unbeaten Nkana, who have led the campaign since the season kicked off on March 12, travel to Lusaka to face Green Buffaloes on Saturday. Nkana enjoy a three point lead [&#8230;]","Fri, 06 May 2016 15:42:04 +0000",sports
Lusaka Times,Photo Gallery,President Lungu’s Kitwe Visit in Pictures,https://www.lusakatimes.com/2016/05/06/president-lungu-kitwe-visit-pictures/,,"Fri, 06 May 2016 10:58:38 +0000",editor
Lusaka Times,Headlines,President Lungu Commissions the new $323 million Mine Shaft at Mopani,https://www.lusakatimes.com/2016/05/06/president-lungu-commissions-new-mine-shaft/,President Edgar has yesterday commissioned the US$323 million synclinorium shaft at Mopani Nkana Mine in Kitwe. And President Lungu congratulated Mopani mines for completing the new shaft saying that government will support the mining giant to complete other major projects as well as help the company achieve its vision. ZANIS reports that the Head of [&#8230;],"Fri, 06 May 2016 04:24:10 +0000",editor
Lusaka Times,Economy,Kampyongo urges councils to engage casual workers on permanent basis,https://www.lusakatimes.com/2016/05/06/kampyongo-urges-councils-to-engage-casual-workers-on-permanent-basis/,LOCAL Government and Housing Minister Stephen Kampyongo has urged councils to look at the possibilities of engaging casual workers on permanent basis in line with the new labour laws. The new legal framework graduates a person from a casual employee to a short term employee at the expiry of the initial six months of engagement. [&#8230;],"Fri, 06 May 2016 03:56:26 +0000",editor
Lusaka Times,Sports,Power Dynamos fire Chilumba?,https://www.lusakatimes.com/2016/05/05/power-dynamos-fire-chilumba/,"FAZ Super Division side Power Dynamos have reportedly fired head coach Tenant Chilumba. According to the club media team, Chilumba has been dismissed together with goalkeeper coach Martin Mwamba and physical trainer Lennox Changala. Coach Anderson Phiri who was Chilumba&#8217;s assistant is said to have been made interim head trainer. &#8220;Power Dynamos Coach Tenant Chilumba, [&#8230;]","Thu, 05 May 2016 20:23:13 +0000",sports
Lusaka Times,Sports,Chiwaya backs Nkana deliver,https://www.lusakatimes.com/2016/05/05/chiwaya-backs-nkana-deliever/,"Nkana legend Douglas Chiwaya says Kalampa does not have a reason to under perform owing to the lucrative sponsorship the club is currently enjoying. The record 12-time FAZ Super Division champions have this season secured a US$179,000 sponsorship deal. In an interview in Kitwe, Chiwaya, a retired striker, said Nkana must deliver the desired results [&#8230;]","Thu, 05 May 2016 09:29:39 +0000",sports
Lusaka Times,Headlines,Copperbelt is very sensitive for us-President Lungu,https://www.lusakatimes.com/2016/05/05/copperbelt-sensitive-us-president-lungu/,"President Edgar Lungu says he fears that the ruling PF might lose its traditional stronghold, the Copperbelt if it does not do certain things right. Addressing an internal meeting of the party’s presidential leadership at the Presidential Guesthouse in Kitwe, President Lungu said the Copperbelt is a very sensitive place of the ruling party. President [&#8230;]","Thu, 05 May 2016 02:04:51 +0000",editor
Lusaka Times,Headlines,President Lungu assures copperbelt of economic turnaround,https://www.lusakatimes.com/2016/05/04/president-lungu-assures-copperbelt-economic-turnaround/,President Edgar Lungu has assured people in the copperbelt province that government will turn around the economic challenges the region is experiencing. President Lungu said that he will ensure that more investment is attracted in the province and the country at large to spur economic growth. ZANIS reports that President Lungu said this when he [&#8230;],"Wed, 04 May 2016 17:23:59 +0000",editor
Lusaka Times,General News,Don’t use freedom of speech to defame and abuse innocent people-Kambwili,https://www.lusakatimes.com/2016/05/04/dont-use-freedom-of-speech-to-defame-and-abuse-innocent-people-kambwili/,"GOVERNMENT has urged the media not to abuse freedom of speech to defame and abuse innocent people in the country. Meanwhile, Government has introduced a tax holiday for imports of broadcasting equipment from now up to 2017. Information and Broadcasting Services Minister Chishimba Kambwili said Government was disappointed with some media houses that had failed [&#8230;]","Wed, 04 May 2016 04:52:21 +0000",editor
Lusaka Times,General News,President Lungu expected in Kitwe for a two day visit,https://www.lusakatimes.com/2016/05/04/president-lungu-expected-kitwe-two-day-visit/,PRESIDENT Edgar Lungu is today expected in Kitwe on the Copperbelt for a two day working visit. According to Zambia National Broadcasting Corporation (ZNBC) news monitored at 19:00 hours President Lungu is expected to launch the construction of the Freedom park mall and commission the new Nkana mine. Kitwe District Commissioner Chanda Kabwe confirmed the [&#8230;],"Wed, 04 May 2016 04:46:52 +0000",editor
Lusaka Times,Sports,Roan relinguish top spot to Chambishi,https://www.lusakatimes.com/2016/05/03/roan-relinguish-top-spot-chambishi/,"Roan United on Sunday surrendered the FAZ Division 1 Zone 2 leadership to Chambishi after succumbing to 4-1 defeat at Indeni in Ndola. The heavy drubbing at Indeni Sports Complex ensured that Roan tumbled from the top into 5th position on the table. Indeni scored through Cephas Handavu who registered a brace, Akakulubelwa Mwachiyaba and [&#8230;]","Tue, 03 May 2016 07:00:35 +0000",sports
Lusaka Times,General News,Kitwe DC urges Media Houses to Pay Journalists well,https://www.lusakatimes.com/2016/05/02/kitwe-dc-urges-media-houses-pay-journalists-well/,"Kitwe District Commissioner and Patron of the Northern Media Club, Chanda Kabwe, has urged the media proprietors in the country, especially in the private sector, to stop misusing their Journalists by paying them slavery wages despite the journalists doing their level best in the gathering of news and providing better stories for their respective media [&#8230;]","Mon, 02 May 2016 17:20:30 +0000",editor
Lusaka Times,Economy,Government to pay the K37 million arrears in allowances for Staff involved in mobile registration,https://www.lusakatimes.com/2016/05/02/118721/,"GOVERNMENT has assured that it will pay the K37 million arrears in allowances for staff engaged in the mobile National Registration Card (NRC) registration exercise. Home Affairs Minister Davies Mwila said arrangements to settle the arrears as soon as possible, were already underway. Mr Mwila said this in Kitwe at the weekend, when he paid [&#8230;]","Mon, 02 May 2016 04:27:36 +0000",editor
Lusaka Times,General News,Government  lauds workers’ sacrifices,https://www.lusakatimes.com/2016/05/01/government-lauds-workers-sacrifices/,"Government says it acknowledges workers’ sacrifices and contributions towards the development of the country. Local Government and Housing Minister Steven Kampyongo said government will continue to focus on policies, strategies and programmes that will contribute to realising employment creation in the country. Mr. Kampyongo was speaking today during the labour day celebrations held in Kitwe [&#8230;]","Sun, 01 May 2016 18:51:37 +0000",editor
Lusaka Times,Sports,Nkana thump Dynamos to restore four-point lead,https://www.lusakatimes.com/2016/05/01/nkana-thump-dynamos-restore-four-point-lead/,"Nkana on Sunday afternoon restored a four-point lead at the top of the FAZ Super Division table after thumping Lusaka Dynamos 3-0 in a Week 8 match in Wusakile, Kitwe. A brace from Congolese forward Guily Manziba helped Nkana to move from 16 to 19 points, four above second placed Zesco United. Nkana led after [&#8230;]","Sun, 01 May 2016 15:59:39 +0000",sports
Lusaka Times,Sports,Nkana out to protect lead,https://www.lusakatimes.com/2016/04/30/nkana-protect-lead/,"FAZ Super Division leaders Nkana will fight to preserve their stay at the top when they host Lusaka Dynamos on Sunday at Nkana Stadium in Kitwe. Nkana are aware that their stay at the pinnacle of the table is being threatened by closest rivals Zesco United, Nkwazi and Nakambala Leopards who are closing in on [&#8230;]","Sat, 30 Apr 2016 21:36:15 +0000",sports
Lusaka Times,Sports,Zesco  demolish Blackpool in five goal fest,https://www.lusakatimes.com/2016/04/30/zesco-demolish-blackpool-five-goal-fest/,Kenyan import Jesse Were on Saturday fired four goals to send defending champions Zesco United within earshot of pacesetters Nkana at the top of the FAZ Super Division table. Were&#8217;s goals came in a 5-0 home win over bottom of the table Mufulira Blackpool at Levy Mwanawasa Stadium in Ndola. The Harambee Stars striker is [&#8230;],"Sat, 30 Apr 2016 16:55:55 +0000",sports
Lusaka Times,Sports,Zesco primed to cut Nkana’s lead,https://www.lusakatimes.com/2016/04/29/zesco-primed-cut-nkanas-lead/,"Zesco United host struggling Mufulira Blackpool with an eye on three points that will see them knock on leaders Nkana&#8217;s door. The defending champions are currently second on the FAZ Super Division table on 12 points, four points behind leaders Nkana after four and six games played respectively. Zesdco host second from bottom Blackpool who [&#8230;]","Fri, 29 Apr 2016 12:57:06 +0000",sports
Lusaka Times,Headlines,Minister denies  involvement in Smuggling after Police impound truck linked to him,https://www.lusakatimes.com/2016/04/29/minister-denies-involvement-smuggling-police-impound-truck-linked/,"COPPERBELT Minister Mwenya Musenge has denied any involvement in mealie-meal smuggling and has accused his political adversaries of plotting his fall by implicating him in the scandal. On Wednesday this week, police in Kitwe impounded a truck carrying 1,000 x 25 kilogrammes bags of breakfast mealie-meal which was allegedly linked to a Mr Musenge . [&#8230;]","Fri, 29 Apr 2016 05:10:56 +0000",editor
Lusaka Times,General News,Mufulira District Council is incompetent in addressing land disputes-Farmers,https://www.lusakatimes.com/2016/04/28/mufulira-district-council-is-incompetent-in-addressing-land-disputes-farmers/,Some farmers in Mufulira district on the Copperbelt Province have charged that the local authority is incompetent in addressing land disputes in the area. Mukuba Farmers Representative Joseph Mwandira told the Justice Frederick Chomba led legal and justice sector reforms commission sitting in Mufulira that the council has failed to address land encroachment by invaders [&#8230;],"Thu, 28 Apr 2016 04:34:31 +0000",editor
Lusaka Times,Sports,Gabon Disaster seem like yesterday- Makwaza,https://www.lusakatimes.com/2016/04/27/gabon-disaster-seem-like-yesterday-makwaza/,Ex-Zambia midfielder Linos Makwaza says memories of the 1993 Gabon Air disaster victims are still fresh 23 years after the catastrophe. Zambia is on Thursday marking the 23rd anniversary of the Gabon disaster that claimed the entire national team that was flying to Senegal for a 1994 World Cup qualifier. The disaster occurred in the [&#8230;],"Wed, 27 Apr 2016 14:32:50 +0000",sports
Lusaka Times,Sports,Stylish Roan go top in Div 1 Zone 2,https://www.lusakatimes.com/2016/04/25/118226/,Roan United on Sunday moved to the top of the FAZ Division 1 Zone 2 table after thumping Kansanshi Dynamos 2-0 at Kafubu Stadium in Luanshya. Striker Lyson Sikaonga registered a first half brace to help Roan move to 7 points after three rounds of matches. Roan took advantage of Kitwe United&#8217;s slip up at [&#8230;],"Mon, 25 Apr 2016 19:47:54 +0000",sports
Lusaka Times,General News,Government  saddened with citizens’ inability to access legal services,https://www.lusakatimes.com/2016/04/25/government-saddened-citizens-inability-access-legal-services/,Government says it is saddened by the inability of Zambians to access legal representation in their pursuit of justice. Copperbelt Province Minister Mwenya Musenge said it is depressing that accessing legal services has become a challenge for the majority poor Zambians and a preserve for the rich. The Minister was speaking when the Fredrick Choma [&#8230;],"Mon, 25 Apr 2016 16:58:23 +0000",editor
Lusaka Times,Economy,Police discover over 500 bags of mealie meal  hidden near a cemetery,https://www.lusakatimes.com/2016/04/25/police-discover-500-bags-mealie-meal-hidden-near-cemetery/,QUICK action by police officers in Kitwe has prevented the smuggling of more than 500 bags of mealie-meal hidden near Chingola cemetery. Police have since apprehended one person to assist with investigations. Kitwe District Commissioner Chanda Kabwe said in an interview that the mealie-meal en route to the Democratic Republic of Congo (DRC) was discovered [&#8230;],"Mon, 25 Apr 2016 03:01:18 +0000",editor
Lusaka Times,Sports,Wanderers fail to beat Rangers,https://www.lusakatimes.com/2016/04/24/wanderers-fail-beat-rangers/,Mufulira Wanderers on Sunday continued with their slow start to the 2016 FAZ Super Division after giving away a late lead to draw 1-1 at Nchanga Rangers. Forward Nicholas Kamocha handed Wanderers a 75th minute lead that was cancelled by defender Chongo Chirwa&#8217;s spectacular long range goal four minutes later. The two teams had gone [&#8230;],"Sun, 24 Apr 2016 16:21:46 +0000",sports
Lusaka Times,Sports,Power and Zesco win,https://www.lusakatimes.com/2016/04/24/power-zesco-win/,"Power Dynamos jumped from 6th 4th after a 3-0 home win over Forest Rangers at Arthur Davies Stadium in Kitwe. Kelvin Mubanga netted a brace in the 7th and 36th minutes before Martin Phiri sealed the win in the 56th minute. In Choma, Zescvo united maintained their 100 per cent start when they ended they [&#8230;]","Sun, 24 Apr 2016 09:20:21 +0000",sports
Lusaka Times,Sports,Zesco plot to disconnect Green Eagles,https://www.lusakatimes.com/2016/04/22/zesco-target-disconnect-green-eagles/,"After qualifying to the CAF Champions League group stage, Zesco United now turn their attention to the business of defending the FAZ Super Division title. With no Champions League football until June 17, Zesco start to play catch-up with five games in hand heading into the Week 7 fixtures. Zesco travel to third from bottom [&#8230;]","Fri, 22 Apr 2016 13:56:47 +0000",sports
Lusaka Times,Sports,Kitwe United maintain perfect start in Division 1,https://www.lusakatimes.com/2016/04/19/kitwe-united-maintain-perfect-start-division-1/,Kitwe United stayed top of the FAZ Division 1 Zone 2 after securing an away 2-1 win over ZNS Lwamfumu at the weekend. The Buchi Boys scored through forward Emmanuel Chabula and defender Andrew Tembo to move to six points after two games played. Kitwe last week kicked off FAZ Division 1 Zone 2 season [&#8230;],"Tue, 19 Apr 2016 06:42:50 +0000",sports
Lusaka Times,General News,Another Kitwe Civic Leader in court for obtaining by false pretence,https://www.lusakatimes.com/2016/04/16/another-kitwe-civic-leader-court-obtaining-false-pretence/,"Another Kitwe civic leader has appeared in court and pleaded not guilty to one count of obtaining money by false pretence. Ndeke ward councillor, Evans Nsokolo, today appeared before Kitwe Magistrate Kampinda Chipamu, and pleaded not guilty to obtaining K17, 000 by false pretence. This is in a case in which Nsokolo, 37, of house [&#8230;]","Sat, 16 Apr 2016 07:06:35 +0000",editor
Lusaka Times,Sports,Nkana in injury setbacks,https://www.lusakatimes.com/2016/04/15/nkana-injury-setbacks/,Nkana have injury setbacks heading into their top two 2016 FAZ Super Division Week 6 clash against Nchanga Rangers on Saturday at Nkana Stadium in Kitwe. In-form Nkana will be without defenders Joseph Musonda and Diego Apanane. Musonda sustained an injury in training prior to this match while Apanane remains sidelined since Nkana&#8217;s 1-0 home [&#8230;],"Fri, 15 Apr 2016 12:55:11 +0000",sports
Lusaka Times,Headlines,Robber sentenced to death,https://www.lusakatimes.com/2016/04/15/robber-sentenced-death/,"A 27-YEAR-OLD robber of Solwezi has been sentenced to death by the Kitwe High Court. Chainda Kapalu was facing one count of aggravated robbery for breaking into his former boss’s house, thumping her with an iron bar and robbing her of household goods. This happened in Solwezi between January 19 and January 30, 2015, when [&#8230;]","Fri, 15 Apr 2016 07:04:26 +0000",Entertainment Editor
Lusaka Times,General News,Suspended Kitwe Mayor arrested and detained,https://www.lusakatimes.com/2016/04/14/suspended-kitwe-mayor-arrested-detained/,"Suspended Kitwe Mayor Kelvin Sinyangwe has been arrested and detained at Kitwe Central Police on two counts of obtaining money by false pretenses amounting to K116, 000. And police said they have again arrested Ndeke ward Councilor Evans Nsokolo aged 37, of house number 512 Ndeke Changa-changa on the same charges of obtaining money by [&#8230;]","Thu, 14 Apr 2016 11:11:33 +0000",editor
Lusaka Times,Sports,Too early for Nkana title talk-Shinde,https://www.lusakatimes.com/2016/04/13/early-nkana-title-talk-shinde/,Nkana legend Jericho Shinde believes a true picture of the teams title ambitions will only be known after Week 10. The record 12-time Zambian champions are unbeaten since the start of the 2016 FAZ Super Division season and lead the table on 13 out of a possible 15 points. &#8220;Good start for the team but [&#8230;],"Wed, 13 Apr 2016 13:57:37 +0000",sports
Lusaka Times,Sports,"Stylish Roan, Kitwe United impress in Division 1",https://www.lusakatimes.com/2016/04/12/stylish-roan-kitwe-united-impress-division-1/,Roan United and Kitwe United on Sunday made impressive starts to the 2016 FAZ Division 1 Zone 2 campaign after securing fantastic wins in their respective opening fixtures. Roan thumped ZNS Lwamfumu 2-0 at Kafubu Stadium in Luanshya thanks to goals registered by striker Lyson Sikaonga and Jeff Sikapite. This was also the first game [&#8230;],"Tue, 12 Apr 2016 04:02:29 +0000",sports
Lusaka Times,Columns,What is causing road carnage in our land?,https://www.lusakatimes.com/2016/04/11/causing-road-carnage-land/,"Of late, the nation has witnessed a wave of grisly road carnage involving mainly passenger service vehicles. This has resulted in shattering numbers of fatalities and serious injuries. If this were in civilized societies, it would have long been declared a national disaster! A few days ago, a Mazhandu Family Bus en-route to Lusaka lost [&#8230;]","Mon, 11 Apr 2016 08:06:49 +0000",editor
Lusaka Times,Sports,Chilumba’s Power bench relieved after victory,https://www.lusakatimes.com/2016/04/10/chilumbas-power-bench-relieved-victory/,The Tennant Chilumba led Power Dynamos technical bench is relieved to see the club return to winning ways after Saturday&#8217;s 1-0 home win over Red Arrows at Arthur Davies Stadium in Kitwe. The victory came under a dark cloud for Chilumba that threatened to end his three year stay at Power after losing two successive [&#8230;],"Sun, 10 Apr 2016 20:21:23 +0000",sports
Lusaka Times,General News,CBU Students appeals to Government forgive students on the verge of expulsion,https://www.lusakatimes.com/2016/04/10/cbu-students-appeals-government-forgive-students-verge-expulsion/,Copperbelt University students have appealed to government to forgive students who are on the verge of being expelled from the university once it reopens. The students say government should exercises lenience and give them a second chance so that they can become better people and add value to society. The students have also appealed to [&#8230;],"Sun, 10 Apr 2016 12:58:16 +0000",editor
Lusaka Times,Sports,Nkana out to restore five-point lead,https://www.lusakatimes.com/2016/04/10/nkana-restore-five-point-lead/,Nkana will on Sunday aim to restore a five-point lead at the top of the FAZ Super Division table when they face promoted Lusaka Tigers in a delayed Week 5 match at Independence Stadium in Lusaka. Nkana&#8217;s lead was on Saturday cut to three points by Nchanga Rangers who secured a 1-0 win over Green [&#8230;],"Sun, 10 Apr 2016 05:55:18 +0000",sports
Lusaka Times,Sports,Power hand Chilumba stay of excution,https://www.lusakatimes.com/2016/04/09/power-hand-chilumba-stay-excution/,Power Dynamos returned to winning ways on Saturday after a 1-0 home win over Red Arrows at Arthur Davies Stadium in Kitwe. The victory came under a dark cloud for coach Tennant Chilumba that threatened to end his three year stay at Power after losing two successive games from three round of matches played into [&#8230;],"Sat, 09 Apr 2016 17:08:21 +0000",sports
Lusaka Times,General News,"If we do not form an alliance, Lungu will win – GBM",https://www.lusakatimes.com/2016/04/08/not-form-alliance-lungu-will-win-gbm/,"PRESIDENT Edgar Lungu will win the 11th August general elections if the opposition political parties will remain fragmented and fail to form alliances, Geoffrey Bwalya Mwamba has predicted. And Mr Mwamba has subtly said he possesses a Grade 12 certificate and is ready to display it if President Lungu is going to exhibit his and [&#8230;]","Fri, 08 Apr 2016 16:50:29 +0000",editor
Lusaka Times,Sports,Ailing Power seek redemption against Arrows,https://www.lusakatimes.com/2016/04/08/ailing-power-seek-redemption-arrows/,Under pressure Power Dynamos seek redemption on Saturday when they host Red Arrows in a FAZ Super Division Week 5 match at Arthur Davies Stadium in Kitwe. Struggling Power face Arrows few days after head coach Tenant Chilumba was given a five-match ultimatum by the club executive following a spate of poor results. Chilumba&#8217;s side [&#8230;],"Fri, 08 Apr 2016 16:31:59 +0000",sports
Lusaka Times,General News,Numerous Politicians have forged Grade 12 certificates-Examination Council of Zambia,https://www.lusakatimes.com/2016/04/08/numerous-politicians-forged-grade-12-certificates-examination-council-zambia/,"THE Examinations Council of Zambia (ECZ) says it has recorded numerous cases of candidates aspiring for political office being found with forged Grade 12 school certificates. This follows, among other key requirements by the Electoral Commission of Zambia (ECZ), that aspiring candidates for the August 11 general elections must have a full grade 12 certificate [&#8230;]","Fri, 08 Apr 2016 06:57:13 +0000",editor
Lusaka Times,Economy,Mealie meal is being smuggled to DRC where it is fetching for K140.00 per bag,https://www.lusakatimes.com/2016/04/08/mealie-meal-is-being-smuggled-to-drc-where-it-is-fetching-for-k140-00-per-bag/,THE Government has unearthed a scandal involving milling companies that are taking mealie-meal straight to Kasumbalesa border in Chililabombwe and stocking the commodity in their warehouses. The mealie meal is later smuggled into the Democratic Republic of Congo (DRC) were it is fetching around US$14 (K140.00) per bag. This has caused the shortage of mealie [&#8230;],"Fri, 08 Apr 2016 06:53:47 +0000",editor
Lusaka Times,"Columns, Chingola",Solwezi -Chingola Road forgotten?,https://www.lusakatimes.com/2016/04/07/solwezi-chingola-road-economic/,"Traveling through the Solwezi &#8211; Chingola Road now has become a terrible option to those that have used the road recently. With three major mines in Solwezi and Kalumbila Districts, one still wonders why the road still remains unattended to despite having three contractors on the same project. Road Pave, China Geo and Buildcon are [&#8230;]","Thu, 07 Apr 2016 07:24:47 +0000",editor
Lusaka Times,Sports,Nkana steam ahead of the competition,https://www.lusakatimes.com/2016/04/06/nkana-steam-ahead-competition/,Nkana steamed to another important win in the FAZ Super Division to stay top and unbeaten this season. The 12-time champions downed old foes Kabwe Warriors 1-0 in Kitwe to stretch their lead at the top of the table from three to five points after four round of matches played. New boy Jacob Ngulube scored [&#8230;],"Wed, 06 Apr 2016 16:48:59 +0000",sports
Lusaka Times,Sports,10-man Blackpool hold Mighty in derby at Shinde,https://www.lusakatimes.com/2016/04/06/10-man-blackpool-hold-mighty-derby-shinde/,Promoted ten-man Mufulira Blackpool collected their first point in the 2016 FAZ Super Division season after holding Mufulira Wanderers to a goalless draw in the Mufulira derby at Shinde Stadium in Kantanshi on Wednesday. It was an eventful Week 4 match in which a disallowed goal and a red card were the major talking points. [&#8230;],"Wed, 06 Apr 2016 16:13:12 +0000",sports
Lusaka Times,Sports,Rampant Nkana welcomes Warriors,https://www.lusakatimes.com/2016/04/06/rampant-nkana-welcomes-warriors/,"FAZ Super Division leaders Nkana look set to maintain their stay at the top of the table when they host promoted Kabwe Warriors at Nkana Stadium in Kitwe one of the midweek games. Coach Aggrey Chiyangi&#8217;s Nkana top the table with 9 points, three better than second placed Zanaco after three matches played so far [&#8230;]","Wed, 06 Apr 2016 05:56:02 +0000",sports
Lusaka Times,General News,Guy Scott is politically foolish-Kambwili,https://www.lusakatimes.com/2016/04/06/guy-scott-politically-foolish-kambwili/,Chief Government Spokesman Chishimba Kambwili has released sensational details of how late President Michael Sata used to ridicule then Vice President Guy Scott during internal party and government meetings. Mr Kambwili said President Sata on frequent occasions used to tell the PF and government inner circles that Dr Scott would have been a very foolish [&#8230;],"Wed, 06 Apr 2016 04:44:20 +0000",editor
Lusaka Times,Headlines,‘It’s okay for him to cheat’,https://www.lusakatimes.com/2016/04/05/its-okay-for-him-to-cheat/,"A WOMAN of Kitwe has told the Buchi local court that she was willing to tolerate her clergy husband’s promiscuous behaviour to save her marriage. William Lengwe, 33, a pastor at Blessings Church in Mindolo sued for divorce after his wife, Hellen Lengwe, 26, caught him with a young church member at a guest house. [&#8230;]","Tue, 05 Apr 2016 13:22:56 +0000",Entertainment Editor
Lusaka Times,General News,"Mazhandu bus overturns, kills 6",https://www.lusakatimes.com/2016/04/04/mazhandu-bus-overturns-kills-6/,A Mazhandu bus travelling to Lusaka from Kitwe was involved in a road accident around 12 hours between Kabwe and Kapiri. On the scene sources said five people have died on the spot while the sixth victim died on the way to the hospital. The accident happened at a place called near the Green Leaf. [&#8230;],"Mon, 04 Apr 2016 15:01:56 +0000",editor
Lusaka Times,General News,UNZA opening readiness to be assessed this week,https://www.lusakatimes.com/2016/04/04/unza-opening-readiness-assessed-week/,"HIGHER Education Minister Michael Kaingu is this week expected to appoint a committee to determine the University of Zambia (UNZA)’s readiness to reopen. Government closed UNZA and the Copperbelt University (CBU) on February 3, this year, following days of violent demonstrations by students over delayed payment of meal allowances. Dr Kaingu, however, announced in Parliament [&#8230;]","Mon, 04 Apr 2016 06:24:39 +0000",editor
